age,semester,favorite_subject,programming_skill,career_interest,skills_text,target_career,career_demand,technical_score,communication_score,problem_solving_score,creativity_score,leadership_score
24,8th Semester,Mathematics,Beginner,Financial Analyst,"Financial Statement Analysis, Forecasting, Time Management, Excel, Market Research, Teamwork",Financial Analyst,Trending,76,83,88,56,82
23,8th Semester,Business Studies,Intermediate,Product Manager,"Roadmap Planning, Agile, Adaptability, Metrics & KPIs, Product Vision, Cross-Functional Coordination, Market Strategy",Product Manager,Trending,84,94,92,75,92
28,Graduate,Engineering,Intermediate,Mechanical Engineer,"Fluid Mechanics, Time Management, Manufacturing, Thermodynamics, Robotics, Problem Solving, SolidWorks",Mechanical Engineer,Stable,86,67,91,70,72
23,Postgraduate,Psychology,Beginner,Journalist,"News Writing, Time Management, Fact Checking, Video Journalism, Investigative Reporting, Media Ethics, Interviewing",Journalist,Stable,71,92,86,82,82
26,7th Semester,Economics,Advanced,Product Manager,"Roadmap Planning, Agile, Leadership, Product Vision, User Research, Market Strategy",Product Manager,Trending,98,92,91,83,93
17,12th,Engineering,Intermediate,DevOps Engineer,"Linux Bash, Infrastructure as Code, GitLab CI",DevOps Engineer,High Demand,93,61,81,65,59
17,1st Semester,Engineering,Expert,Pilot,"UI/UX, Kotlin, REST APIs, Swift",Mobile App Developer,Trending,99,72,87,77,65
17,1st Semester,Mathematics,Intermediate,Research Scientist,"Hypothesis Testing, Laboratory Techniques, Critical Analysis, Statistics, Scientific Research",Research Scientist,Stable,94,70,96,80,71
20,8th Semester,Finance,Beginner,Chartered Accountant,"Critical Thinking, Taxation, Financial Reporting, Financial Analysis, Attention to Detail, Adaptability, Corporate Law",Chartered Accountant,Stable,92,84,91,59,70
19,3rd Semester,Commerce,None,Financial Analyst,"Taxation, Financial Reporting, Financial Analysis, Corporate Law, Financial Accounting, Creativity, Auditing",Chartered Accountant,Stable,87,76,92,45,81
20,4th Semester,Chemistry,None,Pharmacist,"Time Management, Culinary Techniques, Adaptability, Food Safety, Menu Engineering, Creativity",Chef,Trending,73,75,75,91,95
17,10th,Law,Intermediate,Journalist,"Storytelling, News Writing, Fact Checking, Video Journalism, Media Ethics",Journalist,Stable,75,86,92,82,75
28,7th Semester,Physics,Beginner,Aerospace Engineer,"MATLAB, Propulsion Systems, Structural Analysis",Aerospace Engineer,Emerging,90,63,90,68,65
24,7th Semester,Computer Science,Intermediate,Mobile App Developer,"Android Studio, REST APIs, Kotlin, Mobile Architecture, Teamwork, Swift",Mobile App Developer,Trending,92,63,80,79,69
22,5th Semester,Computer Science,Expert,Cloud Engineer,"AWS, Azure, System Architecture, Problem Solving, Kubernetes, CI/CD",Cloud Engineer,High Demand,99,70,86,63,58
27,Postgraduate,Chemistry,None,Pharmacist,"Critical Thinking, Patient Counseling, Drug Interactions, Problem Solving, Quality Control",Pharmacist,Stable,79,85,88,57,59
17,10th,Physics,None,Astrophysicist,"Cosmology, Python, Astrophysics",Astrophysicist,Emerging,90,77,96,67,66
23,Graduate,Computer Science,Advanced,DevOps Engineer,"Python, Cloud Security, Jenkins, Time Management, GitLab CI, Docker, Teamwork, Kubernetes",DevOps Engineer,High Demand,97,64,92,69,67
19,7th Semester,Engineering,Advanced,DevOps Engineer,"Python, Jenkins, Monitoring, Linux Bash, Infrastructure as Code, Kubernetes",DevOps Engineer,High Demand,99,79,81,61,66
19,Diploma,Mathematics,Intermediate,Software Developer,"Python, Critical Thinking, Git, REST APIs, Debugging, Algorithms, Java, Problem Solving",Software Developer,High Demand,86,62,81,61,63
18,10th,Economics,Intermediate,Data Scientist,"Python, Tableau, Statistics",Data Scientist,High Demand,89,74,96,76,71
21,3rd Semester,Education,None,Teacher,"Communication, Patience, Child Psychology, Student Evaluation, Teamwork, Problem Solving, Classroom Management, Empathy",Teacher,Stable,67,98,84,86,77
19,6th Semester,Mathematics,Intermediate,Mechanical Engineer,"Critical Thinking, AutoCAD, Manufacturing, Thermodynamics, Material Science, Robotics",Mechanical Engineer,Stable,93,70,95,78,66
24,7th Semester,Computer Science,Advanced,Mobile App Developer,"Android Studio, REST APIs, Kotlin, Mobile Architecture, UI/UX",Mobile App Developer,Trending,99,61,85,80,66
20,3rd Semester,Hospitality,None,Chef,"Critical Thinking, Time Management, Culinary Techniques, Menu Engineering, Teamwork",Chef,Trending,64,64,76,83,86
22,2nd Semester,Biology,None,Teacher,"Lesson Planning, Adaptability, Patience, Child Psychology, Student Evaluation, Empathy",Teacher,Stable,67,93,86,82,77
19,5th Semester,Physics,Beginner,Civil Engineer,"Construction Management, AutoCAD, Project Planning, Surveying, Geotechnical Engineering, Structural Analysis",Civil Engineer,Stable,86,72,92,66,71
17,1st Semester,Engineering,None,Civil Engineer,"AutoCAD, Adaptability, Project Planning, Site Inspection, Construction Management, Geotechnical Engineering, Structural Analysis",Civil Engineer,Stable,79,65,84,71,76
18,12th,Mathematics,Beginner,Research Scientist,"Signal Processing, Communication, Adaptability, PCB Design, Microcontrollers, Power Systems",Electrical Engineer,High Demand,88,70,94,71,69
21,5th Semester,Psychology,Beginner,Psychologist,"Active Listening, Communication, Mental Health Assessment, Research Methods, Ethics, Counseling, Problem Solving",Psychologist,High Demand,73,88,90,87,83
18,10th,Computer Science,Beginner,Business Analyst,"Tableau, Stakeholder Management, Agile/Scrum, Data Analytics",Business Analyst,High Demand,83,99,83,68,82
24,Graduate,Computer Science,Intermediate,Data Scientist,"Python, Pandas, SQL, R, Machine Learning",Data Scientist,High Demand,99,67,92,68,67
20,7th Semester,Biology,None,Pharmacist,"Attention to Detail, Dosage Calculation, Drug Interactions, Pharmacology, Teamwork, Organic Chemistry, Creativity, Quality Control",Pharmacist,Stable,82,76,82,53,69
19,8th Semester,Mathematics,Advanced,Electrical Engineer,"Signal Processing, Time Management, MATLAB, PCB Design, Embedded Systems, Microcontrollers, Power Systems",Electrical Engineer,High Demand,96,63,91,71,72
27,8th Semester,Commerce,None,Chartered Accountant,"Excel Mastery, Financial Reporting, Attention to Detail, Corporate Law, Auditing",Chartered Accountant,Stable,82,77,92,54,72
22,4th Semester,Physics,Beginner,Teacher,"Time Management, Patience, Child Psychology, Student Evaluation, Classroom Management",Teacher,Stable,69,99,74,74,80
22,Diploma,Computer Science,Beginner,Professor,"Research Methodology, Critical Thinking, Mentorship, Academic Lecturing, Scientific Publication, Teamwork, Pedagogy, Curriculum Development",Professor,Stable,79,91,92,75,80
24,8th Semester,Engineering,Intermediate,Cloud Engineer,"Python, Linux, Adaptability, System Architecture, Creativity",Cloud Engineer,High Demand,92,65,83,57,65
21,7th Semester,Computer Science,Advanced,Full-Stack Developer,"JavaScript, Creativity, Git, React",Full-Stack Developer,High Demand,99,62,91,68,46
21,8th Semester,Chemistry,None,Dentist,"Hygiene Standards, Manual Dexterity, Patient Communication, Dental Anatomy, Diagnostics, Empathy",Dentist,Stable,79,82,80,74,72
24,Graduate,Physics,Intermediate,Biomedical Engineer,"Python, Materials Science, Signal Processing, Communication, Medical Devices, Prosthetics, Creativity",Biomedical Engineer,Trending,93,65,85,78,66
17,10th,Finance,None,Investment Banker,"Pitch Decks, Valuation, M&A Analysis",Investment Banker,High Demand,90,79,86,61,89
18,10th,Data Science,Expert,Data Scientist,"Python, Pandas, Tableau, Time Management, Statistics, R, Analytical Thinking",Data Scientist,High Demand,99,71,87,74,53
25,8th Semester,Psychology,None,Lawyer,"Negotiation, Constitutional Law, Courtroom Advocacy, Contract Drafting",Lawyer,Stable,75,90,97,73,91
21,5th Semester,Physics,Advanced,Aerospace Engineer,"Python, Quantum Mechanics, Creativity, Numerical Simulation, Astrophysics",Astrophysicist,Emerging,99,69,92,76,58
25,Postgraduate,Cybersecurity,Advanced,Business Analyst,"Python, Penetration Testing, Time Management, Ethical Hacking, Wireshark, Problem Solving",Cybersecurity Analyst,High Demand,93,59,80,71,60
25,Postgraduate,Economics,None,Entrepreneur,"Sales & Marketing, Pitching & Fundraising, Business Model Generation, Risk Management",Entrepreneur,Emerging,69,84,93,92,96
27,7th Semester,Biology,None,Doctor,"Communication, Time Management, Medical Ethics, Clinical Diagnosis, Empathy",Doctor,High Demand,87,84,93,55,84
20,2nd Semester,Economics,Beginner,IAS Officer,"General Studies, Crisis Management, Leadership, Policy Formulation, Public Administration, Public Communication",IAS Officer,Stable,78,84,93,76,91
23,7th Semester,Engineering,Intermediate,DevOps Engineer,"Python, Critical Thinking, GitLab CI, Monitoring, Docker, Kubernetes",DevOps Engineer,High Demand,97,66,89,52,63
25,8th Semester,Physics,Intermediate,AI Engineer,"Astronomical Observation, Astrophysics, Calculus, Numerical Simulation, Data Modeling",Astrophysicist,Emerging,90,66,89,78,67
22,7th Semester,Law,Beginner,IAS Officer,"Public Communication, Policy Formulation, Critical Thinking, Decision Making",IAS Officer,Stable,86,92,93,67,88
23,Graduate,Computer Science,Expert,Cybersecurity Analyst,"Python, Incident Response, Time Management, Ethical Hacking, Problem Solving",Cybersecurity Analyst,High Demand,98,68,84,68,68
17,12th,Biology,Beginner,Doctor,"Python, Medical Devices, Biology, CAD Design, Prosthetics, Biomechanics",Biomedical Engineer,Trending,91,74,93,82,57
28,8th Semester,Biology,Advanced,Biomedical Engineer,"Python, Prosthetics, Biology, Biomechanics",Biomedical Engineer,Trending,91,70,85,88,63
25,8th Semester,Design,None,Product Designer,"User Empathy, Time Management, Customer Research, Product Strategy, Iterative Design, Prototyping",Product Designer,High Demand,78,87,84,91,72
19,3rd Semester,Mathematics,Beginner,Civil Engineer,"Creativity, AutoCAD, Site Inspection, Project Planning, Surveying, Geotechnical Engineering",Civil Engineer,Stable,81,73,87,70,70
22,6th Semester,Design,Beginner,Animator,"Motion Graphics, Character Animation, Texturing, Maya, Storyboarding",Animator,Emerging,70,66,84,99,59
27,7th Semester,Engineering,Intermediate,Cloud Engineer,"Networking, Adaptability, AWS, Terraform, Teamwork, System Architecture, Kubernetes",Cloud Engineer,High Demand,87,73,86,61,68
24,7th Semester,Computer Science,Intermediate,Business Analyst,"Stakeholder Management, Business Strategy, SQL",Business Analyst,High Demand,92,88,89,66,72
25,Postgraduate,Economics,None,IAS Officer,"Creativity, Decision Making, Governance, General Studies, Crisis Management, Policy Formulation, Problem Solving",IAS Officer,Stable,78,93,88,86,94
28,8th Semester,Mathematics,None,Dentist,"Time Management, Classroom Management, Communication, Student Evaluation",Teacher,Stable,71,98,84,73,72
26,8th Semester,Economics,None,Entrepreneur,"Sales & Marketing, Problem Solving, Growth Strategy, Pitching & Fundraising, Resilience",Entrepreneur,Emerging,70,91,93,83,94
25,8th Semester,Business Studies,Intermediate,Product Manager,"Roadmap Planning, Time Management, Metrics & KPIs, Leadership, Product Vision, User Research, Market Strategy",Product Manager,Trending,80,90,83,88,88
25,Postgraduate,Engineering,Beginner,Product Designer,"User Empathy, Iterative Design, Critical Thinking, Customer Research, Teamwork, Figma, Industrial Design, Prototyping",Product Designer,High Demand,85,84,88,91,80
21,3rd Semester,Design,Intermediate,Mobile App Developer,"Kotlin, REST APIs, UI/UX, Mobile Architecture",Mobile App Developer,Trending,87,73,82,79,65
21,7th Semester,Mathematics,Intermediate,Pilot,"High Focus, Critical Thinking, Aircraft Systems, Spatial Awareness, Adaptability, Meteorology",Pilot,Trending,95,85,90,57,84
25,7th Semester,Chemistry,Intermediate,Chef,"Sensory Evaluation, Time Management, Menu Engineering",Chef,Trending,84,74,76,91,78
18,1st Semester,Mathematics,None,Aerospace Engineer,"Communication, Aerodynamics, MATLAB, CAD Modeling, Flight Simulation, Avionics, Structural Analysis",Aerospace Engineer,Emerging,89,62,92,78,72
21,4th Semester,Physics,Intermediate,Biomedical Engineer,"Python, Materials Science, Critical Thinking, Medical Devices",Biomedical Engineer,Trending,95,69,95,74,68
23,8th Semester,Design,Intermediate,Product Designer,"User Empathy, Prototyping, Time Management, Adaptability, Customer Research, Product Strategy, Iterative Design, Figma",Product Designer,High Demand,81,89,80,91,72
17,12th,Physics,Beginner,Biomedical Engineer,"Materials Science, Time Management, Signal Processing, Biology",Biomedical Engineer,Trending,91,75,89,79,66
25,7th Semester,Biology,None,Pharmacist,"Communication, Drug Interactions, Pharmacology, Teamwork, Organic Chemistry",Pharmacist,Stable,81,75,83,59,65
27,Graduate,Mathematics,None,Aerospace Engineer,"Aerodynamics, Structural Analysis, Problem Solving, CAD Modeling",Aerospace Engineer,Emerging,90,67,87,78,58
20,4th Semester,Engineering,Advanced,Cloud Engineer,"Python, Adaptability, Terraform, Docker, Teamwork, Kubernetes",Cloud Engineer,High Demand,97,60,80,65,67
18,10th,Commerce,None,Business Analyst,"Social Media Marketing, Copywriting, Communication, PPC Advertising, Email Campaigns, SEO",Digital Marketer,High Demand,79,89,79,79,84
21,4th Semester,Design,None,Product Designer,"Product Strategy, Iterative Design, Figma",Product Designer,High Demand,68,81,81,81,62
28,8th Semester,Engineering,None,Mechanical Engineer,"AutoCAD, Fluid Mechanics, Thermodynamics, Manufacturing, Problem Solving, SolidWorks",Mechanical Engineer,Stable,82,65,84,72,63
24,7th Semester,Biology,Intermediate,Biomedical Engineer,"Materials Science, Signal Processing, Critical Thinking, Biomechanics",Biomedical Engineer,Trending,94,64,83,82,62
26,8th Semester,Computer Science,Advanced,Robotics Engineer,"Sensors & Actuators, Python, ROS, Mechatronics, Kinematics",Robotics Engineer,High Demand,99,77,88,86,68
24,8th Semester,Computer Science,Expert,Professor,"React, Python, SQL, JavaScript, Creativity",Full-Stack Developer,High Demand,99,80,87,77,64
19,8th Semester,Economics,None,Business Analyst,"Communication, Business Strategy, Process Mapping, Adaptability, Data Analytics",Business Analyst,High Demand,77,85,80,69,79
28,Graduate,Psychology,None,UI/UX Designer,"Negotiation, Critical Thinking, Public Speaking, Legal Research, Courtroom Advocacy, Argumentation",Lawyer,Stable,74,99,90,78,91
22,6th Semester,Physics,Intermediate,Biomedical Engineer,"Materials Science, Signal Processing, Communication, CAD Design, Biology, Prosthetics, Biomechanics",Biomedical Engineer,Trending,95,61,89,78,73
25,7th Semester,Chemistry,Advanced,Doctor,"Critical Thinking, Pharmacology, Medical Ethics, Teamwork, Anatomy, Empathy",Doctor,High Demand,99,90,87,55,78
17,1st Semester,Economics,Beginner,IAS Officer,"Public Communication, Leadership, Crisis Management, Decision Making",IAS Officer,Stable,77,88,87,66,99
17,12th,Biology,Beginner,Dentist,"Hygiene Standards, Manual Dexterity, Oral Surgery, Patient Communication",Dentist,Stable,79,85,88,57,74
20,3rd Semester,Mathematics,Expert,Mechanical Engineer,"Creativity, Pandas, R, SQL",Data Scientist,High Demand,99,82,85,62,61
21,5th Semester,Engineering,Intermediate,Aerospace Engineer,"Aerodynamics, Structural Analysis, Propulsion Systems, CAD Modeling",Aerospace Engineer,Emerging,95,70,92,82,72
23,7th Semester,Computer Science,Intermediate,Software Developer,"Problem Solving, Algorithms, C++, Git",Software Developer,High Demand,92,55,88,72,69
26,8th Semester,Mathematics,Advanced,Aerospace Engineer,"Aerodynamics, Adaptability, CAD Modeling, Avionics, Propulsion Systems",Aerospace Engineer,Emerging,98,78,87,72,74
25,Postgraduate,Biology,Beginner,Psychologist,"Mental Health Assessment, Research Methods, Ethics, Counseling, Empathy",Psychologist,High Demand,70,90,91,65,76
